"Order time","Pickup address","Ride price","Booking fee","Toll fee","Cancellation fee","Tip","Currency","Payment method","Payment time","Distance","State"
"22.01.2023 12:27","Nairobi Baptist Church, Ngong Road, Nairobi","190.00","9.00","0.00","0.00","0.00","Ksh","Cash","22.01.2023 12:37","1.00","Finished"
"22.01.2023 11:44","Beatriz La Roca Apartments, Nairobi, Kenya","790.00","37.45","0.00","0.00","0.00","Ksh","Cash","22.01.2023 12:24","18.00","Finished"
"22.01.2023 11:31","Lumumba Drive, Nairobi","240.00","11.63","0.00","0.00","0.00","Ksh","Cash","22.01.2023 11:44","4.00","Finished"
"22.01.2023 10:58","East Church Road, Nairobi","630.00","29.84","0.00","0.00","0.00","Ksh","Cash","22.01.2023 11:29","16.00","Finished"
"22.01.2023 10:27","Umoja, Nairobi","690.00","32.33","0.00","0.00","0.00","Ksh","Cash","22.01.2023 10:57","16.00","Finished"
"22.01.2023 10:01","Akila Police Post, Nairobi","560.00","26.39","0.00","0.00","0.00","Ksh","Cash","22.01.2023 10:26","13.00","Finished"
"22.01.2023 09:40","House of Leather and Gifts, Kilimani Road, Nairobi","410.00","19.14","0.00","0.00","0.00","Ksh","Cash","22.01.2023 09:58","8.00","Finished"
"22.01.2023 09:07","Sonia Lane, Nairobi","460.00","21.48","0.00","0.00","0.00","Ksh","Cash","22.01.2023 09:29","9.00","Finished"
"22.01.2023 08:11","Mama Wahu Road, Nairobi","450.00","21.04","0.00","0.00","0.00","Ksh","Cash","22.01.2023 08:27","9.00","Finished"
"22.01.2023 07:28","Equity Bank Donholm, Nairobi, Kenya","860.00","39.07","0.00","0.00","0.00","Ksh","Cash","22.01.2023 08:04","22.00","Finished"
"21.01.2023 18:15","Thika Road, Nairobi","640.00","30.28","0.00","0.00","0.00","Ksh","Cash","21.01.2023 18:55","14.00","Finished"
"21.01.2023 16:28","Huruma Road 15, Nairobi","360.00","17.04","0.00","0.00","0.00","Ksh","Cash","21.01.2023 17:01","5.00","Finished"
"21.01.2023 16:02","Muindi Mbingu Street, Nairobi","470.00","22.42","0.00","0.00","0.00","Ksh","Cash","21.01.2023 16:32","9.00","Finished"
"21.01.2023 12:23","Ofafa, Nairobi","520.00","24.94","0.00","0.00","0.00","Ksh","Cash","21.01.2023 13:08","12.00","Finished"
"21.01.2023 10:51","Doonholm Road, Nairobi","250.00","11.61","0.00","0.00","0.00","Ksh","Cash","21.01.2023 11:22","3.00","Finished"
"21.01.2023 09:27","Rabai Road, Nairobi","340.00","16.13","0.00","0.00","0.00","Ksh","Cash","21.01.2023 09:58","7.00","Finished"
"21.01.2023 08:38","Sumba Road, Nairobi","520.00","24.61","0.00","0.00","0.00","Ksh","Cash","21.01.2023 09:10","12.00","Finished"
"21.01.2023 08:17","Park Road, Nairobi","280.00","13.17","0.00","0.00","0.00","Ksh","Cash","21.01.2023 08:34","6.00","Finished"
"21.01.2023 08:00","C.G.H.U. Parklands Secondary School, Nairobi","270.00","12.65","0.00","0.00","0.00","Ksh","Cash","21.01.2023 08:15","5.00","Finished"
"21.01.2023 07:33","Donholm Road, Nairobi","620.00","29.07","0.00","0.00","0.00","Ksh","Cash","21.01.2023 07:58","15.00","Finished"
"20.01.2023 07:50","Caltex Road, Nairobi","800.00","37.21","0.00","0.00","0.00","Ksh","Cash","20.01.2023 08:20","19.00","Finished"
"19.01.2023 13:28","Galleria Shopping Mall, Nairobi","1010.00","45.73","50.00","0.00","0.00","Ksh","Cash","19.01.2023 14:09","21.00","Finished"
